"rawp","adjp","stats"
"100190938_at",0.039328178706846,1,-2.06073657049672
"100190939_at",0.640149495077918,1,-0.467489790172679
"100192378_at",0.113062323867594,1,-1.58457766070682
"100192379_at",0.286108208927544,1,1.0666980478835
"100192386_at",0.849408352168204,1,-0.189873380637559
"10019_at",0.467811462986018,1,-0.726044545420895
"1001_at",0.15974745784128,1,-1.40592142718522
"10020_at",0.667653336297778,1,-0.429370887929477
"100216545_at",0.701016934287857,1,-0.383948073750384
"100216546_at",0.816386101751957,1,-0.232195591398636
"10021_at",0.704485238370687,1,0.379272877475247
"10022_at",0.102589748161182,1,-1.63242613053377
"10023_at",0.448643540094845,1,0.757678388090297
"100240728_at",0.211472232194065,1,1.24952741655828
"10024_at",0.444999344602852,1,-0.763778343459684
"10025_at",0.114724834398187,1,-1.57730729613192
"100268168_at",0.14598311196817,1,1.45386725797263
"10026_at",0.127924305165564,1,-1.52233842340989
"100270679_at",2.16049490742165e-07,0.00419676135766656,5.18497012857564
"100270804_at",0.420001136966196,1,0.806419274498751
"100271722_at",0.510585051118974,1,-0.657926982977688
"100271832_at",0.968209368624729,1,-0.0398541956714717
"100272147_at",0.476395292398739,1,-0.712112212498085
"100272217_at",0.0253613166143341,1,-2.23585430116724
"100272228_at",0.376982580711281,1,-0.883469636706553
"100286844_at",0.0495990064060574,1,1.96340609302486
"100286938_at",0.403628324330955,1,-0.835158762981745
"100287015_at",0.00860632282208429,1,-2.62730866011378
"100287098_at",0.283707336740101,1,1.07202826539301
"100287114_at",0.17204920140269,1,-1.36564886480577
"100287177_at",0.0841095885415619,1,-1.72732345803063
"100287216_at",0.162129439015276,1,-1.39794548274152
"100287227_at",0.191702295391922,1,1.30555980939511
"100287387_at",0.280292207286008,1,1.07966315412882
"100287482_at",1.78975240034962e-05,0.347659403767914,-4.28962477486099
"100287569_at",0.477606185926524,1,0.7101579624213
"100287616_at",0.08570159783522,1,-1.71852116229631
"100287765_at",0.930152242723752,1,0.087653293920734
"100287808_at",0.224406487468604,1,-1.2148940918264
"100287814_at",0.49694566153344,1,-0.679303370101981
"100287896_at",0.974976048225368,1,0.0313680158773598
"100287902_at",0.000239266030928054,1,3.67348361013699
"100287932_at",0.723363909800586,1,0.353966605831313
"100288079_at",0.0412818135559461,1,-2.04068835518077
"100288122_at",0.0815654571180102,1,-1.74167427077156
"100288123_at",0.543058342874649,1,0.60819470977237
"100288152_at",0.0138607740206733,1,2.46085145655343
"100288198_at",0.259798513166993,1,-1.12686748347039
"100288413_at",7.36083687558065e-07,0.0142984256308154,-4.95159315521109
"100288432_at",0.172959010066104,1,-1.36275730777668
"100288637_at",0.993980740236213,1,-0.00754409491749281
"100288730_at",6.3798736540388e-06,0.123929045729704,4.51339269107687
"100288797_at",0.155693692246141,1,1.41970462105825
"100288911_at",0.301321535566225,1,1.03360355757462
"100289019_at",0.622757219638842,1,-0.491946422435228
"100289092_at",0.0619842511908995,1,1.8664083828071
"100289097_at",0.000667405640243368,1,3.40263013027204
"100289098_at",0.274401117495054,1,-1.0929833333583
"100289187_at",2.91723820655676e-08,0.000566673521623651,5.54633250330935
"100289230_at",0.979854102564501,1,-0.0252518214643631
"100289255_at",0.217164298942336,1,-1.23410360886251
"100289341_at",0.417105577694521,1,-0.811452992262961
"100289361_at",0.199970716873131,1,-1.28163499850985
"100289373_at",0.713758625506486,1,0.366812845132099
"100289410_at",0.411139066010659,1,-0.821890770995109
"100289495_at",0.691969139343722,1,-0.396184209429562
"100289509_at",0.576668091266315,1,-0.558258189093254
"100289635_at",0.0434956848878909,1,-2.01891855933438
"100289678_at",0.0271181281871251,1,-2.20981321516347
"100292680_at",0.00424178436580136,1,2.85959792369027
"100293516_at",0.00165390501041562,1,-3.14622891618266
"100294362_at",0.963322449995669,1,0.0459846932808504
"100294720_at",0.948574882811621,1,-0.0644965139344605
"1002_at",0.261908836882113,1,-1.12189088455052
"100302650_at",0.852229557907226,1,-0.186274430657069
"100302691_at",0.763497754468613,1,-0.300890815074527
"100302740_at",0.00510233485491596,1,2.80050100532532
"100303728_at",0.853146192468244,1,-0.185105621520412
"100303755_at",0.517135678202641,1,-0.647766975352183
"100306951_at",0.437710781398349,1,0.776064706193712
"100309464_at",0.0057685056486414,1,2.76065795105585
"100316868_at",0.878069246422452,1,0.153417244880218
"100316904_at",0.500860395768627,1,-0.673136592778052
"100329135_at",0.501794008537706,1,-0.671669678785365
"100359394_at",0.795624568104885,1,0.259013832120592
"10036_at",0.31038099541398,1,-1.01442291330174
"100379174_at",5.88724151406872e-06,0.114359666410785,4.53039892600781
"100379224_at",0.11882919589035,1,-1.55970675171463
"100379661_at",0.41822773985314,1,0.809499761683705
"100381270_at",0.909020919568568,1,0.114273587344056
"10038_at",0.523583197703977,1,0.637831767812299
"10039_at",0.000341314838356865,1,-3.58173888878963
"1003_at",0.9007624726176,1,0.124698212445561
"10040_at",0.414318731834658,1,-0.816317213391461
"100419583_at",0.548443508296528,1,0.600094124164944
"100422212_at",0.826339178823868,1,-0.219399090016355
"100422737_at",0.0278719576917097,1,-2.19908389179787
"10042_at",0.0335836061738208,1,-2.12503603508138
"10043_at",0.83317855256518,1,0.210626730136058
"10044_at",0.28739274509454,1,-1.06385863308987
"10045_at",0.620114634414525,1,-0.495687887167914
"10046_at",0.0280149770707079,1,-2.19707658497172
"10047_at",0.698022906966312,1,0.387990712075815
"10048_at",0.968424677320298,1,-0.0395841332957794
"100498859_at",0.319094726859035,1,0.996319922575684
"100499171_at",0.352918665836643,1,0.928942924949338
"100499177_at",0.640316402198862,1,-0.4672564615939
"100499194_at",0.308008066499238,1,1.01941061984475
"100499466_at",0.758091447711598,1,-0.307988020656084
"100499467_at",0.432443396161398,1,0.785017349993836
"100499489_at",0.23693241678492,1,-1.18268902146983
"10049_at",0.995257169961241,1,-0.00594429094479464
"1004_at",0.112123927586923,1,1.58871864496774
"100500850_at",0.623575324921316,1,-0.490789517369918
"100505474_at",0.86790799216874,1,0.166316359697233
"100505478_at",0.257934706141343,1,1.13128606841239
"100505483_at",0.925035205846,1,0.0940930944875556
"100505495_at",0.0361478966390054,1,-2.09525988225175
"100505515_at",0.304630821253585,1,-1.02655336869451
"100505518_at",0.0337818996380821,1,-2.1226654085676
"100505536_at",0.263586070080569,1,1.11795533470391
"100505538_at",0.00339131303791396,1,-2.92984483085965
"100505540_at",0.293864843200242,1,-1.04968091068033
"100505545_at",0.124071660974595,1,-1.5379057508877
"100505547_at",0.122721087476384,1,-1.54345223808303
"100505549_at",0.789046667324235,1,0.267548772439171
"100505555_at",0.444763686135885,1,0.764173785667415
"100505573_at",0.529750473902713,1,-0.628386965255234
"100505576_at",0.841922540059889,1,0.199434928723815
"100505583_at",0.74640267396445,1,0.323386339195729
"100505592_at",0.781496837279685,1,-0.27736892872687
"100505601_at",0.423326979238299,1,-0.800662635300267
"100505609_at",0.271313220199853,1,1.10004338295854
"100505616_at",0.569431342591245,1,0.568889188920177
"100505619_at",0.021871304182205,1,-2.29259549165776
"100505621_at",0.899742410782382,1,-0.125986752759263
"100505622_at",0.94151239764133,1,-0.0733691104200977
"100505624_at",0.204242358153639,1,1.26955732656534
"100505633_at",0.459777045004267,1,-0.739214026283161
"100505641_at",0.322107492637159,1,0.990136320604363
"100505658_at",0.00212978854491297,1,3.07151024599808
"100505659_at",0.830460823550575,1,0.21411058245284
"100505666_at",0.56964883606574,1,0.568568751652631
"100505676_at",0.00392118615046444,1,2.88443345992732
"100505681_at",0.00650912191246666,1,2.72096720291866
"100505683_at",0.835614041736565,1,-0.207506852349172
"100505687_at",0.107077620579365,1,-1.61146862381497
"100505696_at",0.284507565827004,1,-1.07024828437275
"100505702_at",0.379772975789035,1,-0.878314671926756
"100505715_at",0.0103069595338008,1,-2.56535734163064
"100505716_at",0.790938933206588,1,0.265091554498229
"100505718_at",0.437313029514666,1,-0.776738564265534
"100505738_at",0.0732049361631892,1,-1.79155088793559
"100505741_at",0.957265921057623,1,-0.0535848576065342
"100505746_at",0.254350980922396,1,-1.13984476318907
"100505758_at",0.874980436629907,1,-0.157335508973815
"100505761_at",0.700724111095011,1,-0.384343175876341
"100505768_at",0.787902230350995,1,-0.269035674179734
"100505776_at",0.952415212040004,1,-0.0596740850957363
"100505782_at",0.859508196634269,1,0.177000245637155
"100505783_at",0.240732083772101,1,1.17315891630812
"100505797_at",0.267736527858143,1,1.10829015043324
"100505806_at",0.0347691966227728,1,2.11103624480766
"100505811_at",0.942930402640466,1,-0.0715872304312992
"100505812_at",0.914995950037845,1,-0.106739115671063
"100505826_at",0.493632736317619,1,-0.684542382039636
"100505832_at",0.815730099924769,1,0.23304031587544
"100505835_at",0.979397423033365,1,-0.0258243710611413
"100505839_at",0.454871525500447,1,0.747318172628779
"100505841_at",0.0670301819319661,1,-1.8314716064403
"100505851_at",0.248550405178748,1,-1.15387747494028
"100505853_at",0.3526953982163,1,0.92937380516541
"100505854_at",0.794066533623577,1,-0.26103368114278
"100505865_at",0.0619572540712541,1,1.86660152794256
"100505875_at",0.730041399099596,1,0.345070461927835
"100505876_at",0.510448894853873,1,0.658138879543235
"100505877_at",0.821986107346884,1,0.224991216464319
"100505878_at",0.843585808876178,1,-0.197308907899174
"100505879_at",0.191350564950845,1,-1.30659420749134
"100505881_at",0.0532129709332461,1,-1.93318858103857
"100505890_at",0.99183403563793,1,-0.0102346972560876
"100505893_at",0.884347236235707,1,0.145460581315957
"100505894_at",0.461877239291735,1,-0.735759225830057
"100505912_at",0.00996645615108727,1,2.57699094474135
"100505918_at",3.50609985488859e-10,6.81059896812108e-06,6.2745664339218
"100505920_at",0.436006217763761,1,-0.778955009436695
"100505929_at",0.815927720190051,1,-0.23278582551938
"100505933_at",1.84870331154663e-06,0.0359110618267933,-4.76929656466545
"100505938_at",0.283570637246136,1,-1.07233267125166
"100505942_at",0.059264550006153,1,1.88622567542673
"100505964_at",0.588865736459943,1,0.540480454850558
"100505967_at",0.927231776502802,1,-0.0913282437400137
"100505975_at",0.00138604705486989,1,-3.19754100139686
"100505978_at",0.712070515662388,1,-0.369076753514841
"100505984_at",0.0669379939709978,1,1.83209012761966
"100505989_at",0.828197043290891,1,0.217014501991988
"100506012_at",0.29357621826345,1,-1.05030867444943
"100506013_at",0.919802561628801,1,0.100682427091803
"100506022_at",0.308369083380302,1,-1.01865015678486
"100506025_at",0.612894768142676,1,0.505945701601334
"100506046_at",0.926288804629989,1,-0.0925150873836849
"100506047_at",0.253128351722241,1,1.14278383561658
"100506049_at",0.719041172863756,1,0.35974053926652
"100506054_at",0.944294357876881,1,-0.0698734844496158
"100506068_at",0.12878885354427,1,1.51889529490677
"100506070_at",0.00179850357527434,1,-3.12163403403504
"100506071_at",0.756705813802453,1,-0.309809517187976
"100506082_at",0.146419372491441,1,-1.45229580834094
"100506083_at",0.731909840706394,1,-0.342586126363125
"100506084_at",0.107488487099418,1,-1.60958499049387
"100506100_at",0.934052885564542,1,0.0827467822160504
"100506108_at",0.33672868268663,1,-0.960648999298622
"100506115_at",0.512259148593087,1,0.655324036037419
"100506119_at",0.578598003656164,1,0.555433763791955
"100506122_at",0.278029220414509,1,1.08475716825331
"100506124_at",0.675991120071861,1,0.417939816688452
"100506125_at",0.965302414746619,1,0.0435006897004803
"100506126_at",0.95565897517005,1,-0.055601869493948
"100506127_at",0.046542673126549,1,1.99043831144578
"100506142_at",0.49458139859013,1,0.683040266807636
"100506144_at",0.253338003072051,1,1.14227915470561
"100506161_at",0.000229182874665668,1,3.68446571035021
"100506172_at",0.786449085499999,1,-0.270924520419533
"100506175_at",0.139582869266527,1,-1.47734616424911
"100506190_at",0.0997273166982213,1,-1.64617703114739
"100506195_at",0.748058142562579,1,0.321200910014611
"100506207_at",0.696217723190358,1,-0.390431196485641
"100506211_at",0.117153045444062,1,1.56683593516506
"100506215_at",0.207587813286085,1,1.26022609094468
"100506229_at",0.63485356756756,1,0.474906571127176
"100506233_at",0.343633810981154,1,0.947009749425826
"100506237_at",0.910285910530653,1,0.112677915593157
"100506243_at",0.485570095867806,1,-0.697371878317049
"100506271_at",0.855644132738342,1,0.181921753240182
"100506272_at",0.844175053476278,1,-0.196555938986134
"100506274_at",0.110570251059945,1,1.5956352572131
"100506275_at",0.0916253809726766,1,-1.68688544676226
"100506286_at",0.726417523274958,1,0.349894968414056
"100506289_at",0.784204970523426,1,-0.27384339876933
"100506299_at",0.757094281182564,1,0.309298750735275
"100506302_at",0.966267005212962,1,0.0422906420036666
"100506311_at",0.61642523526843,1,0.500923113137583
"100506314_at",0.459518894274789,1,-0.739639290594555
"100506325_at",0.652467610845777,1,0.450336796081607
"100506343_at",0.0607967713451421,1,-1.87497057768487
"100506365_at",0.260808295673133,1,-1.12448272350494
"100506368_at",0.122895830469022,1,1.54273193346989
"100506371_at",0.110262790284757,1,1.59701308597659
"100506374_at",0.00017234888269213,1,3.7564380898659
"100506380_at",0.839042051146142,1,0.203118961963471
"100506385_at",0.835072226094343,1,-0.208200746045071
"100506388_at",0.379766400136377,1,-0.878326792312942
"100506403_at",2.22830185525602e-05,0.432847635383482,-4.24069355766228
"100506405_at",0.164293410530962,1,-1.39077584336145
"100506406_at",0.00987964169097966,1,-2.58001362560096
"100506409_at",0.40712856907955,1,-0.828957301269455
"100506413_at",0.119985112877106,1,-1.55483608400049
"100506421_at",0.618556591615526,1,-0.49789707136786
"100506428_at",0.231139526305735,1,-1.19742863962518
"100506433_at",0.623484016051878,1,-0.490918607150703
"100506436_at",0.78076137472682,1,0.27832696989908
"100506443_at",0.889646866985452,1,0.138751061600335
"100506457_at",0.593768404822528,1,0.533383112924331
"100506462_at",0.069818368638779,1,1.81308722869796
"100506465_at",0.983123091296296,1,0.0211536457940236
"100506469_at",0.0363179329890397,1,-2.09334988029841
"100506470_at",7.74550023314724e-05,1,-3.95214123199633
"100506473_at",0.528340408068069,1,-0.630541425984797
"100506475_at",0.575128367119245,1,0.560514771345011
"100506476_at",0.662977903528184,1,-0.435805430424498
"100506489_at",0.780460294452793,1,0.278719242041253
"100506492_at",0.139936695333124,1,1.47602680931186
"100506495_at",0.556891439646546,1,0.587465015705432
"100506497_at",0.665165061925155,1,-0.432793133883364
"100506504_at",0.721334708824502,1,0.356675553546137
"100506526_at",0.914328018386135,1,0.107581064193212
"100506527_at",0.87957389408665,1,0.15150940281613
"100506530_at",1.74207793834924e-06,0.033839863952434,-4.78125087645506
"100506540_at",0.953409951017811,1,-0.0584251891256292
"100506542_at",0.818252608665519,1,0.229793020219888
"100506548_at",0.864709581389311,1,0.170382185271584
"100506555_at",0.459396814187225,1,-0.739840445678901
"100506571_at",0.79222423678531,1,-0.263423425881141
"100506581_at",0.96787778681853,1,-0.0402701054685665
"100506585_at",0.000194764852674778,1,3.72571177622575
"100506599_at",0.887323095372581,1,-0.141692251782719
"100506603_at",0.0786478153769434,1,-1.75858621907961
"100506606_at",0.725425501196231,1,-0.351217074868543
"100506621_at",0.126397658299827,1,-1.52846285883243
"100506622_at",0.257155921825798,1,1.13313891421736
"100506627_at",0.498057961281113,1,-0.677548575105784
"100506649_at",0.96414742325708,1,-0.044949673305918
"100506655_at",0.88225452008426,1,-0.148111821567359
"100506660_at",0.0729546877984484,1,-1.79311406070335
"100506668_at",0.199238536135858,1,1.28372402196753
"100506675_at",0.208497040832569,1,1.25770893189172
"100506677_at",0.0453001406423541,1,-2.00185674743723
"100506679_at",0.426189556605002,1,-0.795729018224567
"100506680_at",0.186945244627376,1,1.31966992756552
"100506681_at",0.953875441091594,1,0.0578407972007472
"100506686_at",0.0849727324297995,1,-1.72253453468565
"100506696_at",0.00177654070998523,1,3.12524989227465
"100506697_at",0.599861954901666,1,-0.524599039049239
"100506710_at",0.216839452134555,1,-1.23497595761089
"100506713_at",0.122501425653668,1,-1.54435883927716
"100506714_at",0.142779375544891,1,1.46551898864577
"100506724_at",0.0693965205619591,1,1.81582956503284
"100506725_at",0.527645662629154,1,-0.631604014572114
"100506730_at",0.0228624441231198,1,-2.2757255002677
"100506733_at",0.0163626826420948,1,2.40072377827911
"100506742_at",0.177442443463178,1,1.34867168718299
"100506753_at",0.728455949345751,1,-0.347180194108166
"100506755_at",0.534821521409446,1,-0.620662783207778
"100506757_at",0.342057015753181,1,0.950108714322373
"100506765_at",0.503988723335898,1,-0.668226968246281
"100506769_at",0.180030149956122,1,-1.34066220788978
"100506776_at",0.00986102230677499,1,2.58066499044691
"100506779_at",0.269817103562403,1,-1.10348384446117
"100506783_at",0.0945936014636164,1,1.67164877143352
"100506790_at",0.232240718764369,1,-1.19460672949534
"100506791_at",0.0623908419456061,1,-1.86350790117399
"100506795_at",0.0307587156013109,1,-2.16018028697183
"100506826_at",0.911345897418675,1,0.111341059006877
