"rawp","adjp","stats"
"10000_at",0.743783646463366,1,0.326846950605084
"10001_at",0.597443913179194,1,-0.528079853594044
"10002_at",0.0690030967470667,1,-1.818399486859
"100038246_at",0.176425925290534,1,-1.35184181175498
"10003_at",0.337171455555106,1,-0.959769063478213
"100048912_at",0.115066318027753,1,-1.5758242243329
"100049716_at",0.568033557637432,1,0.570949968695911
"10004_at",0.193787732358753,1,-1.29945527627023
"10005_at",0.720894537078846,1,0.357263520045324
"10006_at",0.363027531352762,1,-0.909611310933866
"10007_at",0.28617495944111,1,-1.06655028676571
"10008_at",0.984295443248659,1,0.0196840140522127
"100093630_at",0.0893410650680571,1,-1.69888387901566
"100093698_at",1.51652468360908e-10,2.94584919791063e-06,6.40370345185813
"10009_at",0.835618627617452,1,-0.207500979719603
"1000_at",0.167199601251144,1,1.38125814904403
"100101467_at",0.469364531456004,1,0.723513388733464
"100101938_at",0,0,12.0107283638953
"10010_at",0.753031314435747,1,-0.314644860041531
"100113407_at",0.72249861290345,1,-0.355121443210282
"10011_at",6.66133814775094e-16,1.29396493520062e-11,8.09701231323052
"100124700_at",0.33639490462268,1,-0.96131281848359
"100125288_at",0.193532868354937,1,1.30019872256887
"100126784_at",0.405903096200815,1,-0.831124861690008
"100126791_at",0.436934663145437,1,0.777379907540836
"100126793_at",0.805333885005496,1,0.246450025961252
"100127888_at",0.709140064508194,1,-0.373011258691911
"100127983_at",0.568762401287743,1,-0.569875119274289
"100128025_at",0.494336216663778,1,-0.683428340947896
"100128071_at",0.978284913359094,1,-0.027219185750123
"100128098_at",0.26296351379893,1,-1.11941411087086
"100128124_at",0.289229186522993,1,-1.05981408757657
"100128126_at",0.890926027405399,1,-0.137132546100271
"100128139_at",0.373926692783949,1,-0.889142142180385
"100128164_at",0.816910936150632,1,-0.231519888717698
"100128176_at",0.411467630681219,1,0.821313656810295
"100128191_at",0.0573205013625924,1,-1.900858864561
"100128239_at",0.00139149941947925,1,3.19640852268203
"100128252_at",0.260510396075727,1,-1.12518559480196
"100128285_at",0.459544591708887,1,0.739596951961437
"100128288_at",0.15705176734437,1,1.41505705806392
"100128292_at",0.00404994437505724,1,-2.87424517611884
"100128361_at",0.572940802320828,1,-0.563725732110152
"100128496_at",0.182179871111793,1,-1.33407319040053
"100128511_at",0.193144761604125,1,-1.30133222448103
"100128554_at",0.223521187650793,1,1.21721825171888
"100128590_at",0.180996827310722,1,-1.33769209996469
"100128640_at",0.967448611369309,1,0.0408084393089438
"100128653_at",0.351918362801078,1,-0.930874739187827
"100128731_at",0.491104487100516,1,0.688553189939649
"100128750_at",0.486653762025561,1,-0.695640873834231
"100128782_at",0.0012024589786479,1,-3.23829619838777
"100128788_at",0.295236577946479,1,1.04670300374596
"100128822_at",0.773624265652373,1,0.287637461983733
"100128881_at",0.166784723673642,1,1.3826092095367
"100128893_at",0.00241130797204203,1,-3.0342546534892
"100128927_at",0.386717382177906,1,0.865585733111741
"100128946_at",0.61861105346064,1,-0.497819807746184
"100128977_at",0.39908274574144,1,-0.843260541466444
"100128993_at",0.641741827155575,1,-0.465264816538466
"100128998_at",0.0940494081579426,1,1.6744132621188
"100129034_at",0.242128389237865,1,-1.16968342885828
"100129098_at",6.79998966790496e-05,1,-3.98317760987014
"100129128_at",0.0080044685556111,1,-2.65188126158542
"100129175_at",0.0506615402669759,1,-1.95433560905054
"100129195_at",0.271933195737429,1,-1.09862150004842
"100129196_at",0.606437405496881,1,-0.515165456431573
"100129250_at",0.0237684278538164,1,2.26085192660735
"100129271_at",0.394392222753908,1,-0.851679101712546
"100129361_at",0.042625855893726,1,-2.0273575892497
"100129387_at",0.0640722773203901,1,1.85167659179379
"100129427_at",0.576740871730958,1,-0.558151594234646
"100129460_at",0.0298561097377055,1,2.17199407619318
"100129461_at",0.80169289420856,1,-0.251156785275169
"100129482_at",0.287978496967131,1,1.06256669572657
"100129503_at",0.212610671886148,1,1.24641882975137
"100129528_at",0.381547088821437,1,-0.875049286839079
"100129550_at",0.269180384685411,1,1.10495200884718
"100129597_at",2.55762078182897e-11,4.96817836870278e-07,6.67002386420393
"100129617_at",0.439163801904559,1,-0.7736060353986
"100129620_at",0.00137023331185593,1,-3.2008489740851
"100129654_at",0.717717542114132,1,0.361510921463124
"100129662_at",0.194492138878277,1,1.29740422701216
"100129716_at",0.0107795029840667,1,-2.54976669139864
"100129726_at",0.204755366913483,1,1.2681192532463
"100129792_at",0.207871047414297,1,1.25944111305316
"100129794_at",0.242284745947488,1,1.16929512664648
"100129827_at",0.395458746799508,1,0.849759614807701
"100129845_at",0.484639747294028,1,0.698859648171622
"100129858_at",0.856030294068732,1,-0.181429718346836
"100129917_at",0.000113894093281219,1,-3.85890951651922
"100129935_at",0.836847250207906,1,0.205927875974719
"100129961_at",0.397503887032944,1,-0.846087583178463
"100129973_at",0.000428417208926168,1,3.52193002607693
"100130100_at",0.0969781292569878,1,-1.65968355552327
"100130155_at",0.938088132553193,1,0.0776730496904895
"100130264_at",0.986771153613161,1,-0.0165806598867612
"100130275_at",0.779027350521662,1,0.280586788307626
"100130331_at",0.0170593665785606,1,-2.38542573059834
"100130348_at",0.798340216562449,1,-0.255495761863245
"100130357_at",0.241694381716218,1,-1.17076218497069
"100130417_at",0.786546934418459,1,-0.270797302844388
"100130418_at",0.0261340560981984,1,2.22421390282952
"100130449_at",0.490426485360967,1,-0.689630653572511
"100130452_at",0.5815679001841,1,-0.551095952061795
"100130460_at",0.000105554603845093,1,-3.87745555174351
"100130476_at",0.0672923662209874,1,-1.82971634016522
"100130519_at",0.758525407999016,1,-0.307417764916415
"100130522_at",0.0425254123971108,1,-2.02834143920401
"100130557_at",0.324579473266607,1,-0.985090797413236
"100130581_at",0.454864868817546,1,0.747329203071797
"100130613_at",0.622476148435615,1,0.492344044851695
"100130691_at",0.72866052496026,1,0.346907882018293
"100130700_at",0.0421653971208935,1,2.03188403512259
"100130705_at",0.945630793485085,1,0.068194514647825
"100130717_at",0.72002488789207,1,0.358425531332245
"100130733_at",0.0402448863421061,1,-2.0512265823662
"100130744_at",0.311854944363805,1,-1.0113374567527
"100130776_at",0.951915980523147,1,0.060300905816878
"100130855_at",0.0403942379374971,1,-2.0496946447484
"100130872_at",0.123715889119916,1,-1.53936223137436
"100130889_at",0.952466083067823,1,0.059610214218048
"100130894_at",0.382958314605168,1,-0.872458470497274
"100130933_at",0.498392253313978,1,0.677021594438821
"100130950_at",0.727577913340938,1,0.348349246939047
"100130958_at",0.086404922980444,1,-1.71467449083672
"100130964_at",0.219352926313902,1,1.22825055416335
"100130967_at",0.941007349026754,1,-0.0740038157906837
"100130987_at",0.244497888649668,1,-1.16381772196956
"100130992_at",0.0457428644275899,1,-1.99775835355848
"100131017_at",0.135169204941536,1,-1.49402454143783
"100131067_at",0.720925795145795,1,0.357221762507139
"100131096_at",0.169971410006238,1,-1.37229567976002
"100131117_at",0.201152194853556,1,-1.27827580758119
"100131138_at",0.71311858049497,1,-0.367670981646941
"100131187_at",0.0769552176336297,1,1.76863253477953
"100131211_at",0.977408166174242,1,0.0283184491903299
"100131213_at",0.591819973700653,1,0.536200520684797
"100131303_at",0.122793855524563,1,1.543152185071
"100131347_at",0.00434255217678059,1,-2.85214328171004
"100131366_at",0.35991588796524,1,-0.915525374047344
"100131434_at",0.592154211788292,1,0.535716914547577
"100131454_at",0.0644410331707614,1,1.84911621710317
"100131496_at",0.460537804544244,1,-0.73796156655687
"100131532_at",0.509397431308821,1,0.659776242501717
"100131561_at",0.740154083741183,1,0.331649306232586
"100131564_at",0.133761121468909,1,-1.49943383504475
"100131655_at",0.401114085346859,1,-0.839633187653798
"100131691_at",0.567372661886345,1,-0.57192518368132
"100131733_at",0.291566577406538,1,-1.05469120081423
"100131755_at",0.00050849925839147,1,-3.47623881573714
"100131801_at",0.904425898675068,1,0.120072270124024
"100131814_at",0.191162155741155,1,1.30714887241995
"100131816_at",0.466365935859228,1,0.728404620207046
"100131825_at",0.211791493819102,1,-1.24865443335791
"100131827_at",0.0920071336723043,1,1.68490379815728
"100131897_at",0.0723192363794465,1,1.79710320899722
"100131998_at",0.957774702452099,1,0.0529462894438684
"100132057_at",0.0241127768102747,1,2.25532754650713
"100132074_at",0.618764571361569,1,0.497602031833069
"100132078_at",0.100288603278983,1,1.64345608975499
"100132116_at",0.245795418243469,1,-1.16062258106685
"100132341_at",0.361144452752578,1,-0.913186519178961
"100132354_at",0.709817259964903,1,-0.37210152632274
"100132356_at",0.000689929255330624,1,-3.39355014605701
"100132386_at",0.0900345912419305,1,-1.69521526980283
"100132464_at",0.610043871322931,1,-0.510010834526209
"100132476_at",0.833736456459688,1,-0.209911871595374
"100132596_at",0.710917012953776,1,-0.370624793156123
"100132618_at",0.738566224590689,1,0.333752639061158
"100132677_at",0.617465760436248,1,0.499445232471698
"100132707_at",0.569689278640765,1,-0.568509173276241
"100132735_at",0.667176687004398,1,0.430026056618016
"100132815_at",0.500880855677392,1,-0.673104430178737
"100132891_at",0.0518428618735913,1,-1.94443628456021
"100132911_at",0.161690878342565,1,-1.39940730236991
"100132987_at",0.722033685282569,1,0.355742137693236
"100133205_at",0.147846233286194,1,1.44718101158801
"100133308_at",0.623450524706617,1,0.490965958275307
"100133311_at",0.290091029984741,1,-1.05792194382156
"100133319_at",0.605964864087129,1,-0.515841859233916
"100133461_at",0.000473969977449196,1,-3.4950516768496
"100133612_at",0.547981341673805,1,-0.60078778388019
"100133941_at",0.259303876614137,1,-1.12803798714769
"100133985_at",0.000753147687673872,1,3.36946312113146
"100133991_at",0.00511537450838895,1,-2.79967711656944
"100134229_at",0.0401617649328105,1,2.05208126949646
"100134259_at",0.689550033224112,1,-0.399465780174585
"100134368_at",0.322382937388594,1,-0.989572867289961
"100134713_at",0.144749777685566,1,-1.4583293730051
"100137047_at",0.364207831661347,1,0.90737631189823
"10013_at",0.828769930467734,1,0.216279444932665
"100141515_at",0.723626422675982,1,-0.353616345846928
"100144596_at",0.870031776173613,1,-0.163618123906072
"100144597_at",0.0276528194595254,1,-2.20217683853121
"100144602_at",0.0195413239397093,1,-2.33504013954125
"100144603_at",0.846975134217357,1,0.192979357912529
"100144604_at",0.62714991776131,1,0.48574225885001
"100144748_at",0.490683051453638,1,-0.689222830972721
"100147773_at",0.123830847624318,1,-1.53889125019512
"10014_at",0.0845799727062388,1,-1.72470875365621
"10015_at",0.557993849078722,1,-0.585823917806032
"100169752_at",0.846467809032726,1,0.19362718682325
"100169890_at",0.678670029063007,1,-0.41427867554892
"100169989_at",0.968979209516629,1,-0.0388885950586656
"10016_at",0.562887763056212,1,-0.578557537909987
"100170229_at",0.636595766505323,1,-0.472463811369493
"100170765_at",0.891982280224841,1,0.135796345428694
"100170841_at",0.427891110786302,1,-0.792805570027267
"10017_at",0.726438928507618,1,0.349866447574957
"100188893_at",0.704328494124514,1,-0.379483985680518
"100188953_at",0.0962842148622653,1,-1.66314099809974
"100189589_at",3.55003349876704e-05,0.689594007135497,-4.13496848467278
"10018_at",0.280714617431481,1,-1.07871540214627
